id_parcours,Date_Reservation,Client_Prenom,Client_Nom,Age_client,Cat_CSP,Transport_ID,Ville_départ,Ville_dépose,Distance_(km),Date_Prise_véhicule,Date_Restitution_véhicule,Conducteur,Catégorie_véhicule,Modèle_véhicule,Immatriculation,Sinistre,Type_sinistre,Assurance
2914,2011-08-10,Natalie,Clark,33,Cadre,7,Lille,Nice,532,1994-11-15,2007-11-01,Joshua Kennedy,Berline,Audi,XX20YY,0,RESPONSABLE,GROUPAMA
1140,2007-05-05,Elizabeth,Moon,69,Cadre,70,Paris,Clermont,508,2017-02-03,2010-10-09,Brittney Jones,Citadine,Kia,XX48YY,0,RESPONSABLE,AXA
978,2013-06-20,Brandon,Cameron,54,Non Cadre,98,Strasbourg,Marseille,880,1999-09-10,2016-02-26,Barbara Duffy,Electrique,Audi,XX89YY,0,RESPONSABLE,AXA
4582,2004-03-16,Nancy,Wilson,41,Cadre,62,Lille,LeMans,933,2019-01-03,2020-04-01,Alison Hall,Citadine,Fiat,XX90YY,1,RESPONSABLE,ALLIANZ
1506,1996-03-08,Paige,Prince,51,Cadre,36,Lille,LeHavre,616,2005-08-30,2013-01-15,Mrs. Lori Conner,Citadine,Tesla,XX77YY,0,NON RESPONSABLE,AXA
3384,2005-03-07,Jason,Castillo,71,Cadre,68,Paris,Marseille,936,2011-11-19,2003-03-24,Devin Morales,Berline,Kia,XX29YY,0,NON RESPONSABLE,AXA
3278,2001-05-19,Denise,Vargas,50,Non Cadre,9,Lille,LeMans,490,2009-09-09,2001-06-30,Rachael Smith,Berline,Hyundai,XX42YY,1,RESPONSABLE,GENERALI
1031,1992-10-23,Victor,Wright,35,Non Cadre,84,Lyon,Clermont,396,1997-09-09,2003-03-03,Rebecca Gutierrez,Citadine,Kia,XX35YY,0,RESPONSABLE,ALLIANZ
582,1995-05-29,Eric,Li,32,Cadre,11,Amiens,LeMans,37,2008-12-24,1992-04-24,Cheryl Curtis,Citadine,Tesla,XX92YY,0,NON RESPONSABLE,GROUPAMA
2128,2005-08-04,Jenna,Jackson,22,Non Cadre,40,Amiens,Nice,744,2017-10-14,2012-04-23,James Morales,Citadine,Fiat,XX46YY,0,NON RESPONSABLE,GROUPAMA
1987,2012-03-26,Pamela,Marshall,23,Non Cadre,84,Amiens,Nice,262,2019-01-27,2014-01-08,Kimberly Greene,Electrique,Audi,XX67YY,1,NON RESPONSABLE,AXA
494,2019-10-06,Shawn,Simpson,13,Cadre,63,Lille,Clermont,765,1996-07-17,2016-02-20,Lee Strong,Citadine,Kia,XX54YY,1,RESPONSABLE,GROUPAMA
3863,2019-07-10,Kimberly,Warren,12,Cadre,79,Strasbourg,Bordeaux,332,2009-05-24,1995-08-16,Mrs. Julie Lee,Berline,Honda,XX71YY,0,RESPONSABLE,AXA
4250,1995-03-21,Michael,White,39,Non Cadre,19,Strasbourg,LeMans,69,2013-03-10,2003-10-11,Lauren Odom,Berline,Tesla,XX28YY,1,NON RESPONSABLE,GENERALI
3646,2004-02-24,Kara,Rollins,35,Non Cadre,16,Amiens,Nice,607,2017-03-26,1993-02-18,Jacqueline Diaz,Berline,Hyundai,XX21YY,0,RESPONSABLE,GENERALI
4575,2009-11-29,Claudia,Black,43,Cadre,52,Paris,LeMans,22,2004-09-12,2020-04-13,Sarah Garza,Citadine,Kia,XX48YY,0,RESPONSABLE,ALLIANZ
2286,2005-10-22,Derek,Hawkins,75,Non Cadre,27,Amiens,LeMans,660,2003-07-30,1995-06-15,Francisco Mayo,Berline,Kia,XX65YY,1,RESPONSABLE,GENERALI
2414,2001-12-12,Samantha,King,49,Cadre,34,Lyon,LeHavre,575,1997-06-13,1993-08-21,Dr. Daniel Cruz Jr.,Citadine,Hyundai,XX5YY,1,RESPONSABLE,GENERALI
4055,1999-04-30,Sonya,Lewis,21,Non Cadre,16,Strasbourg,Bordeaux,257,2018-12-10,1998-04-30,Sydney Rubio,Electrique,Tesla,XX78YY,0,RESPONSABLE,GROUPAMA
2423,2015-04-26,Sarah,Hughes,63,Non Cadre,11,Amiens,LeHavre,874,2006-06-01,1997-02-18,Henry Branch,Citadine,Tesla,XX84YY,1,NON RESPONSABLE,ALLIANZ
3318,2009-06-21,James,Warner,8,Non Cadre,61,Amiens,Bordeaux,151,2005-03-08,2017-04-30,Debra Robinson,Citadine,Tesla,XX15YY,0,NON RESPONSABLE,GENERALI
1960,2007-07-06,Ashley,Reilly,34,Non Cadre,53,Nantes,Clermont,552,2019-06-19,2011-12-11,Gabriella Benton,Electrique,Kia,XX76YY,0,RESPONSABLE,GROUPAMA
2828,2017-08-15,Tammy,King,75,Non Cadre,54,Paris,LeMans,166,2009-07-10,2020-09-15,Ashley Lee,Citadine,Mazda,XX61YY,1,RESPONSABLE,GENERALI
1883,1997-09-28,Michelle,Kelly,98,Non Cadre,78,Amiens,Bordeaux,385,1994-06-26,2008-04-24,Samuel Nelson,Berline,Dacia,XX72YY,1,NON RESPONSABLE,ALLIANZ
1101,2014-02-14,Jennifer,Reyes,57,Cadre,17,Lille,Clermont,114,2005-10-03,1992-08-28,Michael Nelson,Berline,Honda,XX53YY,0,RESPONSABLE,AXA
886,2003-07-05,John,Smith,90,Non Cadre,45,Paris,Marseille,418,1996-03-05,2011-06-01,Matthew Hernandez,Electrique,Hyundai,XX81YY,0,RESPONSABLE,GENERALI
4598,2008-02-09,Lisa,Anderson,94,Non Cadre,45,Strasbourg,LeMans,539,2011-11-01,2000-07-28,Andrew Garcia,Berline,Dacia,XX75YY,1,NON RESPONSABLE,GROUPAMA
1384,2010-11-12,Cynthia,Ortiz,70,Cadre,37,Nantes,LeMans,466,1994-12-25,2018-12-09,Melissa Johnson,Berline,Dacia,XX18YY,0,RESPONSABLE,ALLIANZ
104,1995-02-10,Rickey,Brown,77,Non Cadre,47,Paris,LeMans,691,1996-03-10,1997-08-22,Julia Cantu,Electrique,Honda,XX93YY,1,NON RESPONSABLE,GENERALI
635,2014-09-26,Thomas,Ramirez,12,Non Cadre,66,Paris,Marseille,534,2017-08-27,2020-01-12,Gwendolyn Garner,Electrique,Mazda,XX62YY,1,RESPONSABLE,AXA
958,2004-08-17,Kathryn,White,35,Cadre,49,Lyon,Nice,857,1992-03-20,2000-08-16,Gregory Flores,Citadine,Dacia,XX51YY,0,NON RESPONSABLE,GENERALI
4893,2012-07-24,Matthew,Kirby PhD,17,Non Cadre,43,Amiens,Marseille,231,2018-12-11,1999-04-03,Patricia Baker,Berline,Kia,XX44YY,1,RESPONSABLE,GROUPAMA
4890,2004-10-23,Howard,Harrison,13,Non Cadre,19,Amiens,Marseille,511,2001-11-30,1993-08-13,David Daugherty,Electrique,Mazda,XX69YY,0,NON RESPONSABLE,GROUPAMA
1309,1996-07-03,John,Carlson,89,Cadre,5,Strasbourg,Bordeaux,960,2011-12-15,1996-06-22,Autumn Riggs,Berline,Hyundai,XX50YY,1,NON RESPONSABLE,AXA
10,2006-01-03,Lori,Morrow,19,Non Cadre,93,Lille,LeMans,293,2012-09-12,2010-03-16,Gina Martin,Berline,Kia,XX69YY,1,NON RESPONSABLE,ALLIANZ
396,2015-07-24,John,Sanchez,79,Cadre,24,Amiens,Bordeaux,436,2005-01-16,2000-02-06,Willie Roberts,Citadine,Hyundai,XX45YY,0,NON RESPONSABLE,AXA
2442,2020-01-05,Patrick,Vasquez,38,Cadre,10,Strasbourg,Marseille,651,2013-11-10,2019-01-19,Steven Baker,Citadine,Mazda,XX11YY,1,NON RESPONSABLE,GENERALI
130,2014-02-05,Daniel,Hanson,45,Non Cadre,19,Amiens,LeMans,708,1993-05-05,2019-07-22,Michael Ortiz,Berline,Honda,XX51YY,0,RESPONSABLE,GENERALI
648,1997-06-26,Hannah,Klein,93,Non Cadre,47,Nantes,Clermont,737,1996-09-23,2015-07-21,Katherine Reed,Berline,Audi,XX37YY,0,RESPONSABLE,AXA
4429,2000-08-07,Jason,Soto,67,Cadre,22,Lyon,Nice,614,2005-02-19,2009-01-27,Vanessa Horton,Berline,Fiat,XX83YY,0,RESPONSABLE,GROUPAMA
4166,2010-12-14,Ronald,Wade,75,Cadre,92,Lyon,Marseille,787,1994-02-26,2004-02-09,Louis Rios,Electrique,Kia,XX44YY,0,NON RESPONSABLE,ALLIANZ
2488,2012-09-11,Michael,Hernandez,87,Non Cadre,75,Nantes,Clermont,187,1991-11-27,2020-09-21,Travis Clark,Berline,Tesla,XX99YY,0,NON RESPONSABLE,GENERALI
2355,2011-07-24,Jennifer,Anderson,41,Cadre,98,Nantes,Clermont,447,2002-02-22,2005-03-25,Jill Estrada,Electrique,Audi,XX61YY,1,RESPONSABLE,AXA
1662,2009-08-02,Shannon,Lewis,66,Cadre,61,Lyon,LeMans,237,2011-08-02,2004-08-12,Alicia Hale,Electrique,Fiat,XX57YY,1,RESPONSABLE,GROUPAMA
4416,2005-09-22,Mr.,Randall Watkins,70,Cadre,58,Strasbourg,Nice,974,2005-09-19,2019-01-02,John Goodwin,Citadine,Kia,XX39YY,1,NON RESPONSABLE,AXA
4482,2003-01-31,Debra,Johnson MD,30,Non Cadre,31,Strasbourg,Clermont,643,2008-06-21,2002-03-08,David Skinner,Electrique,Dacia,XX25YY,0,NON RESPONSABLE,GENERALI
1890,2000-07-28,Heather,Miller,64,Cadre,67,Amiens,Nice,717,2018-11-17,2011-02-24,Alison Miller,Electrique,Mazda,XX23YY,0,RESPONSABLE,ALLIANZ
2188,2003-04-24,Frank,Lewis,27,Non Cadre,7,Strasbourg,LeMans,511,2007-07-09,2000-11-27,Erin Dillon,Berline,Tesla,XX85YY,1,NON RESPONSABLE,GENERALI
4825,2019-06-06,Cody,Wagner,48,Cadre,46,Lyon,LeHavre,94,2001-10-07,2015-06-07,Caitlyn Black,Berline,Audi,XX37YY,1,NON RESPONSABLE,ALLIANZ
3445,2010-01-31,Dr.,Jamie Hernandez,36,Cadre,90,Nantes,Clermont,856,2001-02-25,1995-11-18,Jorge Patterson,Berline,Fiat,XX7YY,0,RESPONSABLE,GROUPAMA
2938,1996-12-17,Samantha,Frye,3,Non Cadre,45,Paris,LeMans,594,2008-05-25,1992-08-27,Dorothy Adams,Citadine,Mazda,XX89YY,0,NON RESPONSABLE,AXA
1770,2017-03-22,Tonya,Davis,84,Cadre,45,Nantes,Nice,586,2008-07-25,2017-02-20,Michael Wade,Electrique,Dacia,XX50YY,1,NON RESPONSABLE,AXA
759,2003-11-07,Clifford,Clayton,29,Non Cadre,37,Amiens,LeHavre,279,2003-09-01,1996-04-15,Patricia Burke,Citadine,Tesla,XX86YY,1,NON RESPONSABLE,GROUPAMA
4428,2017-12-15,Dr.,Jared Simpson,84,Non Cadre,71,Lyon,Bordeaux,855,2009-02-02,2013-01-27,Daniel Joseph,Citadine,Fiat,XX31YY,0,NON RESPONSABLE,GENERALI
4112,1994-03-09,Mathew,Archer,50,Non Cadre,83,Strasbourg,Bordeaux,450,2020-12-14,1999-01-20,Diana Gray,Electrique,Audi,XX91YY,1,RESPONSABLE,ALLIANZ
3522,1995-12-15,Ashley,Fletcher,40,Non Cadre,21,Amiens,Marseille,44,2005-08-14,2010-02-18,Shawn Adams,Electrique,Mazda,XX42YY,1,RESPONSABLE,AXA
943,2006-03-25,Christine,Walker,24,Cadre,55,Lille,Clermont,816,2001-07-11,1996-02-07,Joshua York,Citadine,Dacia,XX58YY,1,NON RESPONSABLE,GENERALI
2055,1999-08-29,Kenneth,Potts Jr.,4,Non Cadre,60,Nantes,Nice,212,2003-06-13,2001-05-06,Barry Johnson,Electrique,Honda,XX99YY,1,RESPONSABLE,ALLIANZ
351,1992-04-12,Nathan,Valdez,89,Non Cadre,88,Amiens,Clermont,238,1996-09-09,1999-03-19,Raymond Patel,Electrique,Honda,XX58YY,1,RESPONSABLE,AXA
920,1996-10-09,Carl,Gross,4,Cadre,85,Nantes,LeHavre,516,2011-01-12,1995-08-13,Andrew Savage,Electrique,Dacia,XX81YY,0,NON RESPONSABLE,GENERALI
3457,2021-04-29,Charlene,Higgins,96,Non Cadre,30,Paris,Bordeaux,624,1995-09-22,2016-03-24,Jennifer Meyer,Electrique,Kia,XX94YY,1,NON RESPONSABLE,GROUPAMA
2386,1993-04-01,Jason,Miller,19,Non Cadre,76,Strasbourg,LeHavre,601,1993-04-09,2018-08-07,Valerie Gardner,Berline,Kia,XX41YY,0,RESPONSABLE,AXA
2293,2020-04-14,Katherine,Vincent,98,Non Cadre,33,Amiens,Bordeaux,17,1997-11-17,2014-01-03,Austin Bryant,Berline,Honda,XX63YY,0,RESPONSABLE,GROUPAMA
4474,2007-07-19,Eric,Davis,93,Cadre,98,Paris,LeHavre,158,1995-12-19,2018-01-01,Christopher Rojas,Citadine,Hyundai,XX16YY,0,RESPONSABLE,GROUPAMA
2064,2002-05-07,Amy,White,89,Non Cadre,80,Nantes,Nice,829,2013-07-13,2006-04-22,Nathan Carter,Electrique,Hyundai,XX31YY,0,NON RESPONSABLE,AXA
1780,2001-03-07,Mario,Hartman,6,Cadre,71,Paris,Nice,637,2019-09-25,2000-04-28,Robert Campbell,Berline,Honda,XX65YY,1,NON RESPONSABLE,GROUPAMA
1842,1997-02-19,Matthew,Leonard,31,Cadre,20,Amiens,Bordeaux,217,2013-07-14,2007-07-29,Thomas Smith,Citadine,Hyundai,XX71YY,1,RESPONSABLE,ALLIANZ
3817,2021-07-18,Selena,Hurley,5,Non Cadre,85,Lyon,Nice,523,1996-03-07,2020-08-25,William Williams,Electrique,Mazda,XX87YY,1,NON RESPONSABLE,GENERALI
4556,1991-10-04,Christine,Yu,61,Non Cadre,72,Paris,Marseille,865,1998-11-04,2019-07-29,Nathan Thomas,Citadine,Fiat,XX8YY,1,NON RESPONSABLE,GROUPAMA
623,1998-06-10,Morgan,Oconnor,60,Cadre,66,Lyon,Clermont,885,1993-11-30,2001-06-16,Joseph Griffith,Citadine,Hyundai,XX67YY,1,NON RESPONSABLE,GROUPAMA
2382,2019-04-18,Stephanie,Bryant,91,Cadre,73,Lyon,Marseille,21,1995-03-14,2002-04-23,Brandon Reyes,Citadine,Fiat,XX28YY,0,RESPONSABLE,AXA
2112,2000-08-11,Danielle,Schneider,46,Cadre,21,Paris,Bordeaux,410,1992-08-29,2015-01-07,Susan Jones,Electrique,Mazda,XX60YY,0,RESPONSABLE,GROUPAMA
4483,1999-04-12,Ralph,Bell,67,Cadre,52,Lille,Marseille,227,1992-01-24,2004-11-12,Andrew Cooper,Berline,Fiat,XX12YY,1,NON RESPONSABLE,GROUPAMA
1593,2010-07-24,Cathy,Jacobs,5,Cadre,55,Strasbourg,Nice,529,1998-09-21,2011-08-18,Thomas Martin,Citadine,Dacia,XX70YY,0,NON RESPONSABLE,GENERALI
988,2018-06-15,Javier,Carey,13,Cadre,68,Lyon,Clermont,101,2008-06-18,2004-05-30,Kelly Martin,Electrique,Hyundai,XX98YY,0,RESPONSABLE,GROUPAMA
2192,1995-01-11,Angie,Carrillo,47,Non Cadre,29,Lille,LeMans,115,2016-04-11,2010-03-30,Michelle Walker,Electrique,Tesla,XX22YY,1,RESPONSABLE,GROUPAMA
2407,2012-01-28,Michael,Parks,22,Cadre,34,Lyon,Clermont,970,1997-07-17,2010-05-01,Michael Frank,Electrique,Kia,XX42YY,1,NON RESPONSABLE,GENERALI
320,2003-12-02,Andrea,Ferrell,88,Cadre,92,Amiens,Bordeaux,978,2014-07-01,2021-07-20,Jodi Lyons,Electrique,Mazda,XX30YY,1,NON RESPONSABLE,ALLIANZ
873,1996-05-24,Jenna,Evans,64,Cadre,27,Lyon,Clermont,50,2008-12-30,2021-03-04,Michael Miller,Berline,Fiat,XX28YY,1,NON RESPONSABLE,AXA
4211,2021-07-21,Tiffany,Bridges,50,Cadre,8,Lille,Marseille,996,2009-06-18,2011-02-24,Michele Nelson,Electrique,Dacia,XX9YY,1,RESPONSABLE,GROUPAMA
3038,1991-10-27,Laura,Salazar,31,Cadre,22,Lyon,Nice,661,2020-01-11,2002-08-23,Kim Jones,Citadine,Dacia,XX78YY,1,NON RESPONSABLE,GENERALI
360,1992-12-03,Mark,Landry,92,Non Cadre,66,Amiens,LeMans,975,2020-04-24,1997-07-02,Justin Weiss,Citadine,Fiat,XX9YY,1,NON RESPONSABLE,GENERALI
2592,2002-04-01,Joe,Henry,99,Non Cadre,10,Nantes,Marseille,442,2021-01-05,2011-12-12,Ryan Jacobs,Electrique,Kia,XX89YY,0,NON RESPONSABLE,AXA
2971,2018-12-01,Caleb,Martinez,79,Cadre,53,Nantes,LeHavre,524,2020-04-13,1998-10-01,James Mckinney,Berline,Honda,XX93YY,1,RESPONSABLE,GROUPAMA
89,2001-07-08,Dr.,Anne Chan,51,Non Cadre,4,Lille,Marseille,635,2004-07-27,2005-04-01,Scott Thomas,Berline,Hyundai,XX59YY,1,NON RESPONSABLE,GENERALI
1024,2017-10-15,Matthew,Swanson,51,Non Cadre,89,Nantes,Marseille,397,2007-10-08,2013-03-03,Matthew Roach,Electrique,Hyundai,XX41YY,0,RESPONSABLE,GROUPAMA
2210,2001-01-04,Kendra,Garcia,85,Non Cadre,61,Lyon,LeHavre,262,2012-01-23,2008-05-12,Danielle Henson,Berline,Dacia,XX1YY,1,RESPONSABLE,GROUPAMA
3394,2006-07-11,Joanna,Baker,97,Cadre,48,Strasbourg,Marseille,941,1997-01-23,2021-08-16,Shannon Phillips,Electrique,Fiat,XX96YY,1,NON RESPONSABLE,GENERALI
1573,1998-03-06,Elizabeth,Jones,36,Non Cadre,37,Lille,Marseille,316,1998-01-18,2007-06-03,Cassandra Hall,Citadine,Tesla,XX39YY,1,RESPONSABLE,ALLIANZ
1847,2010-07-06,Drew,Fernandez,9,Cadre,77,Lille,LeHavre,696,2016-02-11,1994-01-10,Melissa Sullivan,Berline,Honda,XX36YY,0,NON RESPONSABLE,AXA
2885,2010-06-14,Adam,Harrison,36,Cadre,31,Nantes,Marseille,654,1994-11-25,2011-12-05,David Cooper,Citadine,Mazda,XX67YY,1,NON RESPONSABLE,ALLIANZ
2497,2007-04-06,Ian,Gordon,6,Non Cadre,65,Amiens,Marseille,57,2002-11-11,2021-01-26,Tyler Finley,Electrique,Mazda,XX99YY,1,RESPONSABLE,ALLIANZ
1783,2017-08-07,Erica,Long,24,Non Cadre,23,Paris,Bordeaux,480,2004-02-29,1997-12-31,Kylie Osborne,Electrique,Kia,XX72YY,0,NON RESPONSABLE,GENERALI
4187,2016-07-08,Rachel,Duffy,3,Cadre,41,Lyon,Bordeaux,535,2013-04-09,2013-02-22,Rebecca Chang,Berline,Dacia,XX74YY,0,RESPONSABLE,AXA
2754,2008-04-25,Michael,Martin,2,Non Cadre,50,Paris,Bordeaux,238,2007-01-15,2021-08-29,Michelle Abbott,Electrique,Dacia,XX74YY,0,NON RESPONSABLE,ALLIANZ
2087,2002-09-17,Matthew,Simpson,97,Cadre,27,Lille,Bordeaux,600,2019-02-14,2008-09-05,Dawn Morgan,Electrique,Audi,XX42YY,1,NON RESPONSABLE,GROUPAMA
1061,2008-08-25,Whitney,James,46,Non Cadre,22,Nantes,Marseille,680,2001-08-20,1994-10-01,Megan Rivera,Electrique,Audi,XX74YY,1,RESPONSABLE,GENERALI
53,2014-06-08,Jason,Cole,63,Non Cadre,42,Lyon,Nice,196,2011-08-30,2005-10-03,William Tran,Electrique,Hyundai,XX70YY,0,RESPONSABLE,AXA
4213,2003-08-07,Michael,Hodges,13,Non Cadre,50,Lille,LeHavre,684,2020-05-21,1992-04-20,Jonathan Morris,Berline,Dacia,XX32YY,1,NON RESPONSABLE,GROUPAMA
4574,2007-05-07,Amber,Hatfield,31,Non Cadre,16,Paris,Bordeaux,782,2007-01-18,1996-06-08,Harold Young,Berline,Kia,XX72YY,1,RESPONSABLE,ALLIANZ
896,1995-07-21,Nicole,Barajas,31,Non Cadre,45,Lille,LeHavre,744,2010-09-11,2015-09-15,Paige Jacobs,Citadine,Dacia,XX0YY,0,RESPONSABLE,AXA
3222,1995-03-07,Shelby,Cooper,45,Non Cadre,21,Nantes,Clermont,729,2017-09-18,2006-12-31,Teresa Carr,Electrique,Hyundai,XX73YY,1,RESPONSABLE,GROUPAMA
1075,1995-08-08,Daniel,Howell,1,Non Cadre,57,Strasbourg,LeMans,877,2010-01-01,2007-06-06,Dennis Mitchell,Electrique,Dacia,XX57YY,1,RESPONSABLE,GROUPAMA
3042,2013-10-17,Matthew,Mitchell,17,Cadre,5,Lyon,LeHavre,680,2004-07-10,2006-12-28,Jacqueline Cantrell,Berline,Hyundai,XX2YY,1,NON RESPONSABLE,GROUPAMA
4447,2000-07-02,Matthew,Garrett,13,Cadre,53,Strasbourg,Clermont,448,2002-04-05,2021-08-30,Brittany Chapman,Citadine,Kia,XX65YY,0,NON RESPONSABLE,GROUPAMA
4479,2012-09-20,Michael,Roberson,61,Non Cadre,8,Paris,Bordeaux,220,1995-08-17,1999-09-01,Megan Mccoy,Electrique,Honda,XX79YY,0,RESPONSABLE,ALLIANZ
2418,1992-11-29,Brittany,Ross,2,Non Cadre,13,Amiens,Bordeaux,583,2003-10-08,1997-08-07,Stephen Kaufman,Electrique,Tesla,XX46YY,0,NON RESPONSABLE,GENERALI
3105,2009-02-05,Aaron,Harvey,15,Non Cadre,18,Lille,Nice,971,1997-01-17,2006-06-13,Bianca Hughes,Citadine,Dacia,XX91YY,0,NON RESPONSABLE,GENERALI
1896,2014-07-16,Amanda,Huynh,85,Non Cadre,61,Amiens,LeMans,165,2016-02-03,2021-04-21,Thomas Payne,Electrique,Kia,XX1YY,1,RESPONSABLE,AXA
4060,2000-09-16,Joseph,Ayala,9,Cadre,73,Lyon,LeMans,808,2008-11-11,1993-05-16,Cheryl Duncan,Berline,Fiat,XX76YY,0,NON RESPONSABLE,GROUPAMA
2106,2006-07-22,Chelsea,Newman,25,Cadre,27,Lille,Clermont,648,1992-02-07,2014-05-04,Steven Rogers,Electrique,Fiat,XX84YY,0,RESPONSABLE,GROUPAMA
3698,2009-06-19,Sarah,Rodriguez,40,Non Cadre,53,Paris,Bordeaux,639,2004-03-16,2009-06-04,Travis Howell,Electrique,Mazda,XX17YY,1,RESPONSABLE,ALLIANZ
1007,2000-10-13,Anthony,Kim,33,Cadre,3,Amiens,LeHavre,60,2011-01-30,1994-04-03,Kevin Schultz,Electrique,Hyundai,XX39YY,0,NON RESPONSABLE,GROUPAMA
1786,2000-05-16,Dana,Wilkinson,3,Non Cadre,37,Nantes,Nice,679,1996-11-27,2009-07-10,Emily Howell,Electrique,Kia,XX68YY,0,NON RESPONSABLE,GENERALI
1937,2007-10-05,Sean,Nelson,52,Cadre,20,Lyon,Clermont,56,2000-08-30,2021-05-07,Kimberly Haynes,Citadine,Hyundai,XX66YY,1,RESPONSABLE,AXA
3470,1995-06-04,Christopher,Carr,53,Non Cadre,47,Paris,Marseille,360,2016-08-15,2010-05-24,Tara Rice,Citadine,Hyundai,XX89YY,0,RESPONSABLE,ALLIANZ
3867,2007-08-25,Ashley,Thomas,11,Cadre,79,Amiens,Marseille,117,2014-07-15,2020-06-28,Breanna Conner,Berline,Dacia,XX64YY,0,NON RESPONSABLE,AXA
4420,2003-11-27,Peter,Stevenson,99,Cadre,72,Nantes,Marseille,726,1995-12-23,1995-05-19,Veronica Wilson,Citadine,Mazda,XX19YY,1,NON RESPONSABLE,GENERALI
2978,2016-08-10,Jay,Barron,56,Cadre,95,Lille,Clermont,82,1995-07-19,2018-03-05,Frederick Reyes,Citadine,Audi,XX73YY,0,NON RESPONSABLE,GENERALI
4248,2006-11-15,Anita,Medina,46,Non Cadre,38,Strasbourg,Clermont,968,1994-12-11,2008-12-23,John Paul,Electrique,Hyundai,XX2YY,1,RESPONSABLE,GENERALI
260,2003-11-13,Terry,Beltran,57,Cadre,70,Lille,Nice,322,2004-12-07,2007-08-12,Blake Miller,Citadine,Audi,XX48YY,0,NON RESPONSABLE,ALLIANZ
4242,1996-04-14,Danielle,Elliott,87,Cadre,75,Paris,Bordeaux,426,2016-12-11,2016-12-06,Kevin Valenzuela,Citadine,Kia,XX41YY,0,RESPONSABLE,GENERALI
1458,1993-07-06,Mary,Walters,22,Non Cadre,71,Nantes,LeHavre,790,1999-11-30,2013-02-13,Mrs. Cindy Riley DVM,Citadine,Hyundai,XX53YY,0,NON RESPONSABLE,GENERALI
2782,2015-02-02,Cindy,Mcdonald DVM,91,Non Cadre,83,Amiens,Nice,838,2021-03-09,1992-08-08,Robert Steele,Citadine,Kia,XX51YY,0,NON RESPONSABLE,GROUPAMA
650,2010-03-27,Jodi,Friedman,43,Cadre,98,Amiens,Marseille,93,2017-09-20,2008-03-31,Lisa King,Citadine,Dacia,XX80YY,0,RESPONSABLE,ALLIANZ
3412,2016-07-19,Aaron,Buchanan,34,Non Cadre,83,Paris,LeMans,573,1998-02-20,1994-09-22,Tracy Wilson,Berline,Fiat,XX90YY,1,NON RESPONSABLE,GROUPAMA
1677,2018-04-20,Katherine,Thomas,52,Cadre,40,Lille,Marseille,502,1996-12-16,1992-07-24,Amanda Colon,Electrique,Dacia,XX70YY,1,RESPONSABLE,AXA
3506,2020-07-01,Timothy,Benjamin,84,Non Cadre,63,Strasbourg,LeHavre,865,2005-01-14,2017-11-01,Megan Brown,Electrique,Tesla,XX3YY,1,RESPONSABLE,AXA
3117,2002-03-07,Mary,Snow,90,Cadre,80,Paris,Bordeaux,925,2020-12-31,2016-02-17,Nicole Watson,Electrique,Audi,XX70YY,0,NON RESPONSABLE,GENERALI
1807,2014-11-21,Scott,Wilson,52,Cadre,30,Lille,LeHavre,591,1998-11-21,2000-02-17,Karen Moore,Berline,Honda,XX14YY,0,RESPONSABLE,GENERALI
1013,2017-06-18,Ashley,Ford,90,Non Cadre,32,Paris,Clermont,268,2004-09-23,2002-05-13,Terri Watts,Electrique,Fiat,XX87YY,0,RESPONSABLE,AXA
2316,2007-01-09,Kathryn,Townsend,0,Cadre,17,Paris,Marseille,59,1994-08-27,1997-11-05,Michael Nash,Berline,Dacia,XX62YY,0,NON RESPONSABLE,ALLIANZ
652,1999-10-10,Mitchell,Alexander,39,Cadre,85,Nantes,Clermont,396,2020-12-14,2015-01-05,Manuel Fletcher,Citadine,Mazda,XX91YY,0,RESPONSABLE,ALLIANZ
3552,2017-05-23,Lisa,Perkins,66,Cadre,43,Amiens,Nice,271,2006-08-02,2014-06-05,Shawn Bernard,Berline,Honda,XX62YY,1,RESPONSABLE,AXA
1995,2010-12-30,Lauren,Walls,71,Non Cadre,63,Strasbourg,LeHavre,662,1999-04-26,2010-06-16,Anthony Williams,Citadine,Fiat,XX13YY,1,NON RESPONSABLE,ALLIANZ
2790,1995-11-09,Renee,Cruz,43,Non Cadre,29,Strasbourg,Nice,984,2000-11-05,1997-11-24,Carrie Shaw,Citadine,Fiat,XX32YY,1,RESPONSABLE,GENERALI
3039,1996-01-16,Margaret,Thomas,16,Cadre,54,Amiens,LeHavre,260,1992-03-18,2012-11-11,John Villegas,Electrique,Fiat,XX94YY,0,RESPONSABLE,AXA
3722,2011-02-20,Danny,Davis,43,Cadre,17,Lyon,LeMans,576,2016-11-19,2003-06-06,Sean Coleman,Electrique,Dacia,XX82YY,0,NON RESPONSABLE,ALLIANZ
4686,1994-10-09,Kelly,Long,27,Cadre,2,Paris,LeHavre,554,2011-01-04,2016-01-02,Erin Howell,Berline,Kia,XX73YY,0,RESPONSABLE,GENERALI
4362,2010-09-13,Samuel,Martinez,60,Non Cadre,30,Strasbourg,LeHavre,718,1998-01-27,1999-08-19,Melanie Mejia,Citadine,Mazda,XX8YY,0,NON RESPONSABLE,GROUPAMA
881,2017-06-08,Bryan,Baker,64,Non Cadre,71,Lyon,LeMans,498,1993-04-28,1997-09-18,Paul Pollard,Citadine,Tesla,XX36YY,0,NON RESPONSABLE,AXA
